"ZoteroID","Title","Publication Year","Author"
"H58EKARV","The hawksbill turtle, Eretmochelys imbricata, in the Arabian Gulf",1999,"Pilcher, Nicolas J."
"VCNBQQJD","The reptiles of Pohnpei, Federated States of Micronesia",2000,"Buden, Donald W."
"FQKSPM39","Habitat effect on hawksbill turtle growth rates on feeding grounds at Mona and Monito Islands, Puerto Rico",2002,"Diez, C. E.; van Dam, R. P."
"KURSWCN9","Mitochondrial DNA Variation in Hawksbill Turtles (Eretmochelys imbricata) Nesting on Ishigaki Island, Japan.",2012,"Nishizawa, Hideaki; Okuyama, Junichi; Abe, Osamu; Kobayashi, Masato; Arai, Nobuaki"
"FJVETD2N","Molecular analysis of the genera Hapalotrema Looss, 1899 and Learedius Price, 1934 (Digenea: Spirorchiidae) reveals potential cryptic species, with comments on the validity of the genus Learedius",2015,"Chapman, Phoebe A.; Cribb, Thomas H.; Blair, David; Traub, Rebecca J.; Kyaw-Tanner, Myat T.; Flint, Mark; Mills, Paul C."
"4BD4CFD8","The hawksbill turtle, Eretmochelys imbricata, in Queensland: population structure within a southern Great Barrier Reef feeding ground",1992,"LIMPUS, CJ"
"PVKZDX8Z","Growth rates of wild juvenile hawksbill turtles, Eretmochelys imbricata, in St. Thomas, United States Virgin Islands",1994,"Boulon, Ralf H. Jr"
"7FAVMT39","Diet and social status on Taumako, a Polynesian outlier in the Southeastern Solomon Islands",2013,"Kinaston, Rebecca L.; Buckley, Hallie R.; Gray, Andrew"
"BEHDQSM3","A report on the first 16 years of a long-term marine turtle conservation project in Malaysia.",2013,"Chan, Eng-Heng"
"V4J5AEC3","Second TAMAR-tagged hawksbill recaptured in Corisco Bay, West Africa",2007,"Grossman, Alice; Bellini, Claudio; Fallabrino, Alejandro; Formia, Angela; Mba, J. Mba; Mba, J. Nzi; Obama, Crisantos"
"FQRXD7M8","Investigating sea turtle migration using DNA markers",1994,"Avise, John C.; Bowen, Brian W."
"E3UV8WF3","Trans-Atlantic movement by a juvenile hawksbill turtle.",1991,"Marcovaldi, M. A.; Filippini, A."
"DBFBCQXX","DECLINE OF THE NESTING POPULATION OF HAWKSBILL TURTLES AT TORTUGUERO, COSTA-RICA",1993,"BJORNDAL, KA; BOLTEN, AB; LAGUEUX, CJ"
"UT7IM8KU","A comprehensive overview of the population and conservation status of sea turtles in China",2007,"Chan, Simon Kin-Fung; Cheng, I.-Jiunn; Zhou, Ting; Wang, Hua-Jie; Gu, He-Xiang; Song, Xiao-Jun"
"B3MAU8JX","Size composition and migratory cases of hawksbill Turtles, Eretmochelys imbricata, inhabiting the waters of the Yaeyama Islands, Ryukyu Archipelago",1992,"Kamezaki, Naoki; Hirate, Koichi"
"NJDGWP8W","NESTING BY THE HAWKSBILL TURTLE (ERETMOCHELYS IMBRICATA) ON MILMAN ISLAND, GREAT-BARRIER-REEF, AUSTRALIA",1995,"LOOP, KA; MILLER, JD; LIMPUS, CJ"
"QA2393XJ","Status and conservation of the reptiles and amphibians of the Bermuda islands",2006,"Bacon, Jamie P.; Gray, Jennifer A.; Kitson, Lisa"
"Q7N9642G","Geo-political genetics: Claiming the commons through species mapping",2010,"Campbell, Lisa M.; Godfrey, Matthew H."
"XEHWU2KR","Development and exploitation of DNA fingerprinting technology in India",2009,"Singh, Lalji"
"WTGDR2IU","The 'shifting baseline' phenomenon: a global perspective",2008,"Pinnegar, John K.; Engelhard, Georg H."
"W8RA26UB","Green turtles (Chelonia mydas) in an urban estuary system: Lake Worth Lagoon, Florida",2016,"Gorham, Jonathan C.; Bresette, Michael J.; Guertin, Jeffrey R.; Shamblin, Brian M.; Nairn, Campbell J."
"WD933QH4","Satellite tracking of sea turtles: Where have we been and where do we go next?",2008,"Godley, B. J.; Blumenthal, J. M.; Broderick, A. C.; Coyne, M. S.; Godfrey, M. H.; Hawkes, L. A.; Witt, M. J."
"VIND88DA","Preliminary genetic analysis of the population structure of Georgia loggerhead sea turtles.",1994,"Sears, Connie Jo"
"UHUHE5JK","Tag return from a male green sea turtle.",1993,"Perran Ross, James; Lagueux, Cynthia J."
"RZPEFBAB","Flipper tagging with archival data recorders for short-term assessment of diving in nesting female turtle.",2006,"Eguchi, Tomoharu; Seminoff, Jeffrey A.; Garner, Steven A.; Alexander-Garner, Jeanne; Dutton, Peter H."
"S5FNXKWG","Support for natal homing in green turtles from mitochondrial DNA sequences",1994,"Allard, Marc W.; Miyamoto, Michael M.; Bjorndal, Karen A.; Bolten, Alan B.; Bowen, Brian W."
"PBGCZJQD","Forty Years of Research: Recovery Records of Green Turtles Observed or Originally Tagged at French Frigate Shoals in the Northwestern Hawaiian Islands, 1973-2013.",2014,"Humburg, Irene Nurzia; Balazs, George H."
"PFDNCW27","Chelonid herpesvirus 5 in secretions and tumor tissues from green turtles (Chelonia mydas) from Southeastern Brazil: A ten-year study",2016,"Monezi, Telma A.; Mehnert, Dolores U.; de Moura, Elisabeth M. M.; Muller, Natascha M. G.; Garrafa, Patricia; Matushima, Eliana R.; Werneck, Max R.; Borella, Maria I."
"KGCRDH8A","Natal homing by an adult male green turtle at Tortuguero, Costa Rica",2012,"Shamblin, Brian M.; Bjorndal, Karen A.; Bolten, Alan B.; Nairn, Campbell J."
"KZFK77GN","Olive ridley tagged in Orissa recovered in the coastal waters of eastern Sri Lanka.",1998,"Pandav, Bivash; Choudhury, B. C."
"JWXE8WVG","Improving Argos Doppler location using multiple-model smoothing",2015,"Lopez, Rémy; Malardé, Jean-Pierre; Danès, Patrick; Gaspar, Philippe"
"JMUPAF3R","RELEASE AND RECAPTURE OF CAPTIVE-REARED GREEN SEA-TURTLES, CHELONIA-MYDAS, IN THE WATERS SURROUNDING THE CAYMAN-ISLANDS",1993,"WOOD, F.; WOOD, J."
"JSFJI8IA","Male marine turtles: questions beyond gene flow.",2000,"FitzSimmons, Nancy M.; Limpus, Colin J.; Miller, Jeffrey D.; Prince, Robert I. T.; Moritz, Craig"
"JCMNAXWM","LONG-TERM MARKING OF GREEN TURTLES WITH IR",1991,"UMEZU, T.; MURAI, M.; MIKI, M.; KURATA, Y."
"I4VDMBS4","Stability of facial scale patterns on green sea turtles Chelonia mydas over time: A validation for the use of a photo-identification method",2016,"Carpentier, Alice S.; Jean, Claire; Barret, Mathieu; Chassagneux, Agathe; Ciccione, Stephane"
"FN4NDS2Q","Evaluation of a sonic telemetry system in three habitats of an estuarine environment",1997,"Braun, J.; Epperly, S. P.; Collazo, J. A."
"ERWDDEIP","Retention of flipper tags on hatchling sea turtles",1985,"Balazs, G. H."
"ETCXFMRG","Migration of the Chelonia mydas population from Aves Island.",1994,"Sole, Genaro"
"EFZD88BX","Records of stranded sea turtles on the coast of Rio de Janeiro State, Brazil",2009,"Reis, Estefane Cardinot; Silveira, Victor Vilas-Boas; Siciliano, Salvatore"
"EE3NS4QE","Postnesting movements of green turtles tagged in the Turtle Islands Tawi-Tawi, Philippines.",2004,"Sagun, Virgilio G."
"CXFAN579","Scaling laws of marine predator search behaviour",2008,"Sims, David W.; Southall, Emily J.; Humphries, Nicolas E.; Hays, Graeme C.; Bradshaw, Corey J. A.; Pitchford, Jonathan W.; James, Alex; Ahmed, Mohammed Z.; Brierley, Andrew S.; Hindell, Mark A.; Morritt, David; Musyl, Michael K.; Righton, David; Shepard, Emily L. C.; Wearmouth, Victoria J.; Wilson, Rory P.; Witt, Matthew J.; Metcalfe, Julian D."
"CFDA7293","Characterization of fibropapillomatosis in green turtles Chelonia mydas (Cheloniidae) captured in a foraging area in southeastern Brazil.",2016,"Tagliolatto, Alicia Bertoloto; Guimaraes, Suzana Machado; Lobo-Hajdu, Gisele; Monteiro-Neto, Cassiano"
"C7R8ZWRK","A turtle's journey from Pakistan (Karachi) to India (Gujarat).",1991,"Firdous, F."
"C6EWZZJW","Genetic evidence for precise within-beach homing of nesting green turtles (Chelonia mydas) at Tortuguero, Costa Rica.",1994,"Peare, Tigerin"
"ANRJBXI7","Sea turtle tagging program in Quintana Roo, Mexico.",1994,"Zurita, Julio C.; Prezas, Benito; Herrera, Roberto; Miranda, Jose L."
"7XX4FDX8","Turtles Tagged in Developmental Habitat in Bermuda Nest in Mexico and Costa Rica",2014,"Meylan, Anne; Arenas, Alejandro; Zurita, Julio C.; Harrison, Emma; Gray, Jennifer; Meylan, Peter"
"4B6M2CF6","Mitochondrial DNA structure of Atlantic green turtle nesting grounds.",1994,"Encalada, Sandra E."
"3FWDUGVC","Hydrodynamic effect of a satellite transmitter on a juvenile green turtle (Chelonia mydas)",1998,"Watson, K. P.; Granger, R. A."
"WVZWCPP5","Molecular evidence of male-biased dispersal in loggerhead turtle juveniles",2002,"Casale, Paolo; Laurent, Luc; Gerosa, Guido; Argano, Roberto"
"VVH2M9M2","Ontogeny of long distance migration",2014,"Scott, Rebecca; Marsh, Robert; Hays, Graeme C."
"RMGQ7NXH","Direct carapacial attachment of satellite tags using orthopedic bioabsorbable mini-anchor screws on leatherback turtles in Culebra, Puerto Rico",2002,"Lutcavage, Molly; Rhodin, Anders GJ; Sadove, Samuel S.; Conroy, Carol Rehm"
"SJRJW7SV","Satellite telemetry suggests high levels of fishing-induced mortality in marine turtles",2003,"Hays, G. C.; Broderick, A. C.; Godley, B. J.; Luschi, P.; Nichois, W. J."
"S2F2Z7UW","Population structure of loggerhead turtle (Caretta caretta) nesting colonies in the Atlantic and Mediterranean as inferred from mitochondrial DNA control region sequences",1998,"Encalada, Sandra E.; Bjorndal, Karen A.; Bolten, Alan B.; Zurita, Julio C.; Schroeder, Barbara; Possardt, Earl; Sears, Connie J.; Bowen, Brian W."
"CD93S443","Migrations and habitat use of sea turtles.",2003,"Hatase, Hideo"
"WPG4QE3X","An alternative technique for the long-term satellite tracking of leatherback turtles",2008,"Fossette, Sabrina; Corbel, Hélène; Gaspar, Philippe; Le Maho, Yvon; Georges, Jean-Yves"
"V54GTSRM","The marine turtles of Tongaland",1975,"Hughes, G. R."
"XZUFXNV9","The sea turtles of south-east Africa. 2. The biology of the Tongaland loggerhead turtle Caretta caretta L. with comments on the leatherback turtle Dermochelys coriacea L. and the green turtle Chelonia mydas L. in the study region.",1974,"Hughes, G.R."
"WUEEPEBA","Migration corridor for sea turtles",1996,"Morreale, S. J.; Standora, E. A.; Spotila, J. R.; Paladino, F. V."
"PS47I3EB","Tracking leatherback turtles (Dermochelys coriacea) during consecutive inter-nesting intervals: Further support for direct transmitter attachment",2009,"Byrne, Rowan; Fish, John; Doyle, Thomas K.; Houghton, Jonathan DR"
"TK74Q837","The management of the giant leathery turtle resource in Peninsular Malaysia.",1974,"Tho, Y. P."
"SE2IAU8V","St. Croix leatherback project - 1984 season.",1984,"Eckert, K.; Eckert, S."
"TFAR9IJZ","Using satellite tracking data to define important habitat for leatherback turtles in Atlantic Canada",2012,"Department of Fisheries and Oceans"
"MQUNG9K6","The recapture of a marked leather-back turtle in Casco Bay, Maine.",1963,"Moulton, J. M."
"JWDD7NFT","Preliminary results of a leatherback PIT tagging program in Suriname, South America.",2003,"Goverse, E.; Hilterman, M.; de Dijn, B."
"INWHKRBP","Dermochelys coriacea (leatherback sea turtle). Migration and dispersal",2004,"James, M. C."
"CUD2DWDA","Leatherback turtles, Dermochelys coriacea, nesting in French Guiana, 1978-1995",1996,"Girondot, Marc; Fretey, Jacques"
"E8FNZX82","Leatherback tagging study: Isla de Culebra, Puerto Rico.",1984,"Tucker, T.; Hall, K."
"IFSSBB8M","Movements and diving behavior of a leatherback turtle, <i>Dermochelys coriacea</i>",1993,"Keinath, J. A.; Musick, J. A."
"A73QUXTZ","PRELIMINARY OBSERVATION ON NESTING RETURNS OF THE LEATHERY TURTLE DERMOCHELYS-CORIACEA IN CENTRAL TRENGGANU MALAYSIA",1972,"E, BALASINGAM; THO-YOW-PONG"
"9MUBTQA6","First reports of leatherback turtles tagged in Mexico and recaptured in Chile",1993,"Marquez M., R.; Villanueva O., A."
"77GE43DP","Use of PIT tags and photoidentification to revise remigration estimates of leatherback turtles (Dermochelys coriacea) nesting in St. Croix, U.S. Virgin Islands, 1979-1995",1996,"McDonald, Donna L.; Dutton, Peter H."
"5VFRNK3D","POST-NESTING MIGRATORY ROUTES OF LEATHERBACK TURTLES FROM LITTLE ANDAMAN ISLAND.",2012,"Namboothri, Naveen; Swaminathan, Adhith; Choudhury, B. C.; Shanker, Kartik"
"NG53RJVF","Notes on juvenile hawksbill and green turtles in American Samoa",1997,"Grant, Gilbert S.; Craig, Peter; Balazs, George H."
"HIFDRX77","Patterns of dispersal of hawksbill turtles from the Cuban shelf inform scale of conservation and management",2012,"Moncada, F. G.; Hawkes, L. A.; Fish, M. R.; Godley, B. J.; Manolis, S. C.; Medina, Y.; Nodarse, G.; Webb, G. J. W."
"4K43QQNU","Re-examination of Population Structure and Phylogeography of Hawksbill Turtles in the Wider Caribbean Using Longer mtDNA Sequences",2012,"Leroux, Robin A.; Dutton, Peter H.; Alberto Abreu-Grobois, F.; Lagueux, Cynthia J.; Campbell, Cathi L.; Delcroix, Eric; Chevalier, Johan; Horrocks, Julia A.; Hillis-Starr, Zandy; Troeng, Sebastian; Harrison, Emma; Stapleton, Seth"
"TQQGEVEM","Somatic Growth Rates of Green Turtles (Chelonia mydas) and Hawksbills (Eretmochelys imbricata) in the Galapagos Islands",2015,"Zarate, Patricia M.; Bjorndal, Karen A.; Seminoff, Jeffrey A.; Dutton, Peter H.; Bolten, A. B."
"KEEEVU2K","In-water assessments of sea turtles at Glover's Reef Atoll, Belize",2016,"Strindberg, Samantha; Coleman, Robin A.; Perez, Virginia R. Burns; Campbell, Cathi L.; Majil, Isaias; Gibson, Janet"
"DJKVG8DQ","Somatic growth rates for a hawksbill turtle population in coral reef habitat around Barbados",2011,"Krueger, Barry H.; Chaloupka, Milani Y.; Leighton, Patrick A.; Dunn, Jennifer A.; Horrocks, Julia A."
"SCPD5HQ6","Somatic growth rates of hawksbill turtles Eretmochelys imbricata in a northern Great Barrier Reef foraging area",2012,"Bell, Ian; Pike, David A."
"WVSRNHNX","Reconstructing paternal genotypes to infer patterns of sperm storage and sexual selection in the hawksbill turtle",2013,"Phillips, Karl P.; Jorgensen, Tove H.; Jolliffe, Kevin G.; Jolliffe, San-Marie; Henwood, Jock; Richardson, David S."
"JGSF6IW8","Population origin and historical demography in hawksbill (Eretmochelys imbricata) feeding and nesting aggregates from Brazil",2013,"Vilaca, S. T.; Lara-Ruiz, P.; Marcovaldi, M. A.; Soares, L. S.; Santos, F. R."
"BC4CHCPI","Spatio-temporal patterns of mitochondrial DNA variation in hawksbill turtles (Eretmochelys imbricata) in Southeast Asia",2016,"Nishizawa, Hideaki; Joseph, Juanita; Chong, Yee Kuen"
"JX5BJXK4","mtDNA variation of the critically endangered hawksbill turtle (Eretmochelys imbricata) nesting on Iranian islands of the Persian Gulf",2011,"Tabib, M.; Zolgharnein, H.; Mohammadi, M.; Salari-Aliabadi, M. A.; Qasemi, A.; Roshani, S.; Rajabi-Maham, H.; Frootan, F."
"XNUN249W","Principe island hawksbills: Genetic isolation of an eastern Atlantic stock",2011,"Monzon-Argueello, C.; Loureiro, N. S.; Delgado, C.; Marco, A.; Lopes, J. M.; Gomes, M. G.; Abreu-Grobois, F. A."
"9ZX5XKBV","Numerical dispersal simulations and genetics help explain the origin of hawksbill sea turtles in Ascension Island",2014,"Putman, Nathan F.; Alberto Abreu-Grobois, F.; Broderick, Annette C.; Ciofi, Claudio; Formia, Angela; Godley, Brendan J.; Stroud, Stedson; Pelembe, Tara; Verley, Philippe; Williams, Natasha"
"ENG236JP","Long-distance migrations by the hawksbill turtle, Eretmochelys imbricata, from north-eastern Australia",1998,"Miller, Jeffrey D.; Dobbs, Kirstin A.; Limpus, Colin J.; Mattocks, Neil; Landry Jr, André M."
"3U9SGTZA","High survivorship of an annually decreasing aggregation of hawksbill turtles, Eretmochelys imbricata, found foraging in the northern Great Barrier Reef",2012,"Bell, Ian; Schwarzkopf, Lin; Manicom, Carryn"
"I4KX6EV6","Genetic Structure and Natal Origins of Immature Hawksbill Turtles (Eretmochelys imbricata) in Brazilian Waters",2014,"Proietti, Maira C.; Marins, Luis Fernando; Pattiaratchi, Charitha; Reisser, Julia; Rodriguez-Zarate, Clara; Marcovaldi, Maria A.; Monteiro, Danielle S.; Secchi, Eduardo R."
"ZMQ3VMH4","Nonparametric regression modelling of green sea turtle growth rates (southern Great Barrier Reef)",1997,"Limpus, C.; Chaloupka, M."
"XSRZXI9E","The diet of pelagic loggerhead sea turtles (Caretta caretta) off the Balearic archipelago (western Mediterranean): relevance of long-line baits",2007,"Revelles, M.; Cardona, L.; Aguilar, A.; Fernandez, G."
"X592WXCJ","Population structure and conservation implications for the loggerhead sea turtle of the Cape Verde Islands",2010,"Monzon-Argueello, Catalina; Rico, Ciro; Naro-Maciel, Eugenia; Varo-Cruz, Nuria; Lopez, Pedro; Marco, Adolfo; Felipe Lopez-Jurado, Luis"
"WZ3JKGK8","PATERNITY OF GREEN TURTLE (CHELONIA MYDAS) CLUTCHES LAID AT KOSGODA, SRI LANKA",2013,"Ekanayake, E. M. L.; Kapurusinghe, T.; Saman, M. M.; Rathnakumara, D. S.; Samaraweera, P.; Ranawana, K. B.; Rajakaruna, R. S."
"X8BG5FJU","Somatic growth rates of immature green turtles Chelonia mydas inhabiting the foraging ground Akumal Bay in the Mexican Caribbean Sea",2017,"Labrada-Martagon, Vanessa; Munoz Teneria, Fernando A.; Herrera-Pavon, Roberto; Negrete-Philippe, Ana"
"TFWHWUM5","Nesting and hatching success of the sea turtle Caretta caretta on Marathonissi island (Zakynthos, Ionian Sea, Greece)",2005,"Skoufas, G."
"TDZFBANQ","Surf and turf: predation by egg-eating snakes has led to the evolution of parental care in a terrestrial lizard",2016,"Pike, David A.; Clark, Rulon W.; Manica, Andrea; Tseng, Hui-Yun; Hsu, Jung-Ya; Huang, Wen-San"
"SQFNBGQ9","Ontogenetic habitat shifts of green turtles (Chelonia mydas) suggested by the size modality in foraging aggregations along the coasts of the western Japanese main islands",2015,"Hamabata, Tomoko; Hikida, Tsutomu; Okamoto, Kei; Watanabe, Saya; Kamezaki, Naoki"
"SX3AH4RH","Rate of egg maturation in marine turtles exhibits 'universal temperature dependence'",2011,"Weber, Sam B.; Blount, Jonathan D.; Godley, Brendan J.; Witt, Matthew J.; Broderick, Annette C."
"S5FT8FEP","Long-Term Trends in Loggerhead (Caretta caretta) Nesting and Reproductive Success at an Important Western Atlantic Rookery",2014,"Ehrhart, Llewellyn; Redfoot, William; Bagley, Dean; Mansfield, Katherine"
"SFF8FIHZ","Summer abundance estimates of Caretta caretta (Loggerhead turtles) in Core Sound, NC",2007,"Sasso, Christopher R.; Braun-McNeill, Joanne; Avens, Larisa; Epperly, Sheryan P."
"RU7M2WTD","Population Structure for Sea Turtles at Drini Bay: An Important Nearshore Foraging and Developmental Habitat in Albania",2013,"White, Michael; Boura, Liza; Venizelos, Lily"
"R8JEGN5G","Evolution of geology field education for K-12 teachers from field education for geology majors at Georgia Southern University: Historical perspectives and modern approaches",2009,"Bishop, Gale A.; Vance, R. Kelly; Rich, Fredrick J.; Meyer, Brian K.; Davis, E. J.; Hayes, R. H.; Marsh, N. B."
"QVUQW3QM","Polymorphism in Mitochondrial Coding Regions of Mediterranean Loggerhead Turtles: Evolutionary Relevance and Structural Effects",2016,"Novelletto, Andrea; Testa, Letizia; Iacovelli, Federico; Blasi, Paola; Garofalo, Luisa; Mingozzi, Toni; Falconi, Mattia"
"QG5MFP85","Reproductive biology of the flatback turtle Natator depressus in Western Australia",2014,"Pendoley, Kellie L.; Bell, Catherine D.; McCracken, Rebecca; Ball, Kirsten R.; Sherborne, Jarrad; Oates, Jessica E.; Becker, Patrick; Vitenbergs, Anna; Whittock, Paul A."
"P7PRCRC4","Stable isotope variation in loggerhead turtles reveals Pacific-Atlantic oceanographic differences",2010,"Pajuelo, Mariela; Bjorndal, Karen A.; Alfaro-Shigueto, Joanna; Seminoff, Jeffrey A.; Mangel, Jeffrey C.; Bolten, Alan B."
"P5EDB4E2","No benefits of polyandry to female green turtles",2013,"Wright, Lucy I.; Fuller, Wayne J.; Godley, Brendan J.; McGowan, Andrew; Tregenza, Tom; Broderick, Annette C."
"NUGGQV58","Intrapopulation variability in the timing of ontogenetic habitat shifts in sea turtles revealed using d15N values from bone growth rings",2017,"Turner Tomaszewicz, Calandra N.; Seminoff, Jeffrey A.; Peckham, S. Hoyt; Avens, Larisa; Kurle, Carolyn M."
"MNTGD2PZ","Opportunistic observation of predation of Loggerhead turtle hatchlings by feral cats on Dirk Hartog Island, Western Australia",2010,"Hilmer, S. S.; Algar, D.; Johnston, M."
